# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Mcavernosa.proteins.fasta --output Mcavernosa_euk -d euk --usemem --cpu 60
# time: Tue Jul 10 03:58:24 2018
#query_name	eggNOG annot
Mcavernosa05265	Dehydrogenase
Mcavernosa05273	Vesicle-associated membrane protein
Mcavernosa05276	Calmodulin binding transcription activator
Mcavernosa05275	Calmodulin binding transcription activator
Mcavernosa05272	ATPase family, AAA
Mcavernosa05266	asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae)
Mcavernosa05262	Phosphodiesterase 6D, cGMP-specific, rod, delta
Mcavernosa05264	DnaJ (Hsp40) homolog, subfamily C, member 11
Mcavernosa05277	forkhead
Mcavernosa05279	LicD family
Mcavernosa05287	Helicase with zinc finger
Mcavernosa05285	Helicase with zinc finger
Mcavernosa05284	Helicase with zinc finger
Mcavernosa05283	Helicase with zinc finger
Mcavernosa05291	cyclin C
Mcavernosa05294	forkhead box
Mcavernosa05295	kiaa2026
Mcavernosa05292	NA
Mcavernosa05293	DPH2 homolog (S. cerevisiae)
Mcavernosa05309	Suppressor of Ty 5 homolog (S. cerevisiae)
Mcavernosa05304	Catenin (Cadherin-associated protein)
Mcavernosa05296	bromodomain adjacent to zinc finger domain
Mcavernosa05300	Catenin (Cadherin-associated protein)
Mcavernosa05302	ash2 (absent, small, or homeotic)-like (Drosophila)
Mcavernosa05307	WD repeat domain 4
Mcavernosa05311	Baculoviral IAP repeat containing
Mcavernosa05318	Pentaxin family
Mcavernosa05312	chitobiase, di-N-acetyl
Mcavernosa05319	Pentaxin family
Mcavernosa05329	Lectin C-type domain
Mcavernosa05328	Inherit from COG: Retrotransposon protein
Mcavernosa05333	NA
Mcavernosa05330	bardet-biedl syndrome 9
Mcavernosa05331	BMP binding endothelial regulator
Mcavernosa05335	Nuclear receptor subfamily 2, group E, member 3
Mcavernosa05340	unconventional SNARE in the ER 1 homolog (S. cerevisiae)
Mcavernosa05336	Zinc finger, ZZ type
Mcavernosa05341	uridine kinase
Mcavernosa05353	carboxyl methyltransferase
Mcavernosa05343	CAS1 domain containing 1
Mcavernosa05345	Bacterial protein of unknown function (DUF885)
Mcavernosa05350	carboxyl methyltransferase
Mcavernosa05344	CAS1 domain containing 1
Mcavernosa05359	Toll-like receptor 2
Mcavernosa05357	Neural cell adhesion molecule 1
Mcavernosa05354	Islet cell autoantigen
Mcavernosa05358	Methylenetetrahydrofolate dehydrogenase (NADP dependent)
Mcavernosa05377	CDC42 binding protein kinase gamma (DMPK-like)
Mcavernosa05380	NA
Mcavernosa05368	heavy chain
Mcavernosa05366	dynein, axonemal, heavy chain 14
Mcavernosa05381	leishmanolysin-like (metallopeptidase M8 family)
Mcavernosa05367	dynein, axonemal, heavy chain 14
Mcavernosa05384	Prefoldin subunit 1
Mcavernosa05385	retinoschisin 1
Mcavernosa05386	Family with sequence similarity 185, member A
Mcavernosa05389	phospholipase A2 group
Mcavernosa05388	phospholipase A2 group
Mcavernosa05383	Histone methyltransferase that specifically trimethylates 'Lys-4' of histone H3 during meiotic prophase and is essential for proper meiotic progression. Does not have the ability to mono- and dimethylate 'Lys-4' of histone H3. H3 'Lys-4' methylation represents a specific tag for epigenetic transcriptional activation. Plays a central role in the transcriptional activation of genes during early meiotic prophase
Mcavernosa05399	coiled-coil domain containing 34
Mcavernosa05397	bcl-2-related
Mcavernosa05402	Loss of heterozygosity, 12, chromosomal region 1
Mcavernosa05401	myosin regulatory light chain interacting protein
Mcavernosa05398	Transmembrane protein 19
Mcavernosa05394	CUGBP, Elav-like family member
Mcavernosa05400	Oral cancer overexpressed 1
Mcavernosa05403	cleavage stimulation factor, 3 pre-RNA, subunit 3, 77kDa
Mcavernosa05404	glutamate carboxypeptidase
Mcavernosa05410	phosphatase domain containing, paladin 1
Mcavernosa05412	phosphatase domain containing, paladin 1
Mcavernosa05409	Histone acetyltransferase
Mcavernosa05406	coiled-coil domain containing 53
Mcavernosa05408	bcl2-like 1
Mcavernosa05417	Solute carrier family 6
Mcavernosa05421	solute carrier family 6 (neurotransmitter transporter)
Mcavernosa05422	Solute carrier family 6
Mcavernosa05420	Solute carrier family 6
Mcavernosa05414	solute carrier family 6 (neurotransmitter transporter)
Mcavernosa05419	solute carrier family 6 (neurotransmitter transporter)
Mcavernosa05416	Solute carrier family 6
Mcavernosa05423	receptor
Mcavernosa05433	jumonji domain containing 6
Mcavernosa05426	astacin-like metalloendopeptidase (M12 family)
Mcavernosa05425	astacin-like metalloendopeptidase (M12 family)
Mcavernosa05432	mutS homolog 4 (E. coli)
Mcavernosa05429	tetratricopeptide repeat domain 34
Mcavernosa05430	tetratricopeptide repeat domain 34
Mcavernosa05427	Gamma-aminobutyric acid (GABA) B receptor
Mcavernosa05439	NA
Mcavernosa05437	NA
Mcavernosa05443	erythrocyte membrane protein band 4.1-like
Mcavernosa05444	Carboxylesterase
Mcavernosa05446	Ataxia telangiectasia and rad3 related
Mcavernosa05448	Ataxia telangiectasia and rad3 related
Mcavernosa05450	Ataxia telangiectasia and rad3 related
Mcavernosa05447	Ataxia telangiectasia and rad3 related
Mcavernosa05442	NA
Mcavernosa05441	NA
Mcavernosa05449	Ataxia telangiectasia and rad3 related
Mcavernosa05458	EF-hand calcium binding domain 5
Mcavernosa05459	GTP-Binding protein
Mcavernosa05454	Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner (By similarity)
Mcavernosa05455	Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner (By similarity)
Mcavernosa05463	NA
Mcavernosa05453	spindle apparatus coiled-coil protein 1
Mcavernosa05457	glutamate carboxypeptidase
Mcavernosa05460	RAN binding protein 2
Mcavernosa05461	EF-hand calcium binding domain 5
Mcavernosa05466	BRCA1 interacting protein C-terminal helicase 1
Mcavernosa05467	BRCA1 interacting protein C-terminal helicase 1
Mcavernosa05470	leucine rich repeat containing
Mcavernosa05476	t-box transcription factor
Mcavernosa05482	purinergic receptor P2X, ligand-gated ion channel
Mcavernosa05479	phosphatidylinositol transfer protein
Mcavernosa05483	purinergic receptor P2X, ligand-gated ion channel
Mcavernosa05478	t-box transcription factor
Mcavernosa05487	HEAT repeat containing 6
Mcavernosa05484	purinergic receptor P2X, ligand-gated ion channel
Mcavernosa05488	chondroitin sulfate
Mcavernosa05490	chondroitin sulfate
Mcavernosa05486	purinergic receptor P2X, ligand-gated ion channel
Mcavernosa05497	Peroxisomal
Mcavernosa05501	acyl-Coenzyme A oxidase
Mcavernosa05502	heparan-alpha-glucosaminide N-acetyltransferase
Mcavernosa05499	acyl-CoA oxidase 3, pristanoyl
Mcavernosa05492	Acyl-CoA thioester hydrolase/BAAT N-terminal region
Mcavernosa05494	NA
Mcavernosa05498	peroxisomal multifunctional enzyme
Mcavernosa05491	Myosin IC
Mcavernosa05495	peroxisomal multifunctional enzyme
Mcavernosa05503	mannan-binding lectin serine peptidase 1 (C4 C2 activating component of Ra-reactive factor)
Mcavernosa05504	c-type lectin domain family
Mcavernosa05514	NA
Mcavernosa05513	heparan-alpha-glucosaminide N-acetyltransferase
Mcavernosa05507	Complement component 2
Mcavernosa05510	coagulation factor II (thrombin)
Mcavernosa05505	CUB and sushi multiple domains
Mcavernosa05508	heparan-alpha-glucosaminide N-acetyltransferase
Mcavernosa05506	c-type lectin domain family
Mcavernosa05520	Zinc finger protein
Mcavernosa05524	selectin E
Mcavernosa05515	c-type lectin domain family
Mcavernosa05532	bone morphogenetic protein
Mcavernosa05534	nucleoporin 214kDa
Mcavernosa05529	Immunoglobulin domain
Mcavernosa05533	NA
Mcavernosa05522	CUB and sushi multiple domains
Mcavernosa05528	Sushi domain (SCR repeat)
Mcavernosa05526	c-type lectin domain family
Mcavernosa05523	CUB and sushi multiple domains
Mcavernosa05525	selectin E
Mcavernosa05539	LIM domain only 4
Mcavernosa05543	pectinacetylesterase
Mcavernosa05541	WD repeat-containing protein 38-like
Mcavernosa05540	Ankyrin Repeat Protein
Mcavernosa05537	bone morphogenetic protein
Mcavernosa05538	bone morphogenetic protein
Mcavernosa05550	Melatonin receptor
Mcavernosa05549	G- protein-coupled receptor
Mcavernosa05548	chromosome 9 open reading frame 172
Mcavernosa05552	pentraxin 4, long
Mcavernosa05546	down syndrome cell adhesion molecule
Mcavernosa05551	Pentaxin family
Mcavernosa05554	ATP synthase mitochondrial F1 complex assembly factor
Mcavernosa05562	Nitric oxide synthase interacting protein
Mcavernosa05565	Dermatopontin
Mcavernosa05564	NA
Mcavernosa05563	Transient receptor potential cation channel subfamily A member
Mcavernosa05561	Enoyl-CoA hydratase
Mcavernosa05568	tetratricopeptide repeat domain 26
Mcavernosa05572	leucine rich repeat containing 48
Mcavernosa05570	Crystallin, mu
Mcavernosa05571	Crystallin, mu
Mcavernosa05569	protein 2 3 complex subunit
Mcavernosa05566	WD repeat domain
Mcavernosa05583	LYR motif containing 1
Mcavernosa05582	Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr). Could be a defense mechanism against a harmful effect of D-tyrosine (By similarity)
Mcavernosa05581	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
Mcavernosa05585	phosphatidylinositol transfer protein
Mcavernosa05587	Sushi-repeat containing protein, X-linked
Mcavernosa05586	HYR domain
Mcavernosa05590	ankyrin repeat domain 40
Mcavernosa05591	Sushi-repeat containing protein, X-linked
Mcavernosa05601	Protein tyrosine phosphatase, non-receptor type
Mcavernosa05599	ankyrin repeat domain 40
Mcavernosa05615	Intraflagellar transport 52 homolog (Chlamydomonas)
Mcavernosa05611	ZnF_C2H2
Mcavernosa05624	RAN binding protein 2
Mcavernosa05617	otoferlin
Mcavernosa05621	chromosome 18 open reading frame 8
Mcavernosa05619	fer-1-like 6 (C. elegans)
Mcavernosa05613	Palmitoyl-protein thioesterase
Mcavernosa05618	C2 domain
Mcavernosa05622	leucine rich repeat containing 9
Mcavernosa05632	GATS protein-like
Mcavernosa05630	processing of precursor 5, ribonuclease P MRP subunit (S. cerevisiae)
Mcavernosa05631	Shwachman-Bodian-Diamond syndrome
Mcavernosa05633	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
Mcavernosa05634	eukaryotic translation initiation factor 4H
Mcavernosa05638	Flavodoxin
Mcavernosa05650	NA
Mcavernosa05643	NA
Mcavernosa05649	lectin, galactoside-binding, soluble, 3 binding protein
Mcavernosa05645	ADP-ribosylation-like factor 6 interacting protein 4
Mcavernosa05635	SBDS protein C-terminal domain
Mcavernosa05640	NA
Mcavernosa05639	chromosome 12 open reading frame 49
Mcavernosa05637	processing of precursor 5, ribonuclease P MRP subunit (S. cerevisiae)
Mcavernosa05642	chromosome 12 open reading frame 49
Mcavernosa05652	GLI pathogenesis-related 2
Mcavernosa05653	GLI pathogenesis-related 2
Mcavernosa05655	NME NM23 family member
Mcavernosa05654	GLI pathogenesis-related 2
Mcavernosa05656	RAS guanyl releasing protein 3 (calcium and DAG-regulated)
Mcavernosa05672	Cerebellar degeneration-related protein
Mcavernosa05674	Ribosomal protein
Mcavernosa05670	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase
Mcavernosa05661	Cyclin-dependent kinase
Mcavernosa05659	Cyclin-Dependent Kinase
Mcavernosa05676	trimethyllysine dioxygenase
Mcavernosa05677	Ankyrin repeat and sterile alpha motif domain containing 4B
Mcavernosa05675	Chromosome 16 open reading frame 72
Mcavernosa05673	chloride channel
Mcavernosa05678	The PI(3,5)P2 regulatory complex regulates both the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2). Necessary for proper vacuole morphology. Plays an important role in osmotically-induced vacuole fragmentation. Required for cytoplasm to vacuole transport (Cvt) vesicle formation, pexophagy and starvation-induced autophagy. Involved in correct atg9 trafficking to the pre-autophagosomal structure. Might also be involved in premeiotic DNA replication (By similarity)
Mcavernosa05684	Xenotropic and polytropic retrovirus receptor 1
Mcavernosa05687	Myosin heavy chain
Mcavernosa05680	eukaryotic peptide chain release factor gtp-binding subunit
Mcavernosa05690	cholinergic receptor, nicotinic
Mcavernosa05689	cholinergic receptor, nicotinic
Mcavernosa05688	cholinergic receptor, nicotinic
Mcavernosa05693	sidekick cell adhesion molecule 2
Mcavernosa05692	Cell adhesion molecule
Mcavernosa05698	Lipase maturation factor 1
Mcavernosa05695	Tweety homolog
Mcavernosa05694	sidekick cell adhesion molecule 2
Mcavernosa05697	phospholipase A2 group
Mcavernosa05699	Enoyl-CoA delta isomerase 1
Mcavernosa05701	alkB, alkylation repair homolog 5 (E. coli)
Mcavernosa05700	polycystic kidney disease 1 (autosomal dominant)
Mcavernosa05708	Myosin VIIA
Mcavernosa05702	Myosin VIIA
Mcavernosa05706	MyTH4 domain
Mcavernosa05710	Acetylcholine Receptor
Mcavernosa05713	NA
Mcavernosa05712	NA
Mcavernosa05711	G protein-coupled receptor 143
Mcavernosa05715	Acetylcholine Receptor
Mcavernosa05719	dihydropyrimidine dehydrogenase
Mcavernosa05728	Protein phosphatase 1 regulatory subunit 37
Mcavernosa05729	Ubiquitin-protein ligase
Mcavernosa05734	Transcription factor
Mcavernosa05731	Hect E3 ubiquitin ligase
Mcavernosa05736	Transcription factor
Mcavernosa05732	HECT domain containing E3 ubiquitin protein ligase 1
Mcavernosa05737	Transcription factor
Mcavernosa05742	wiskott-Aldrich
Mcavernosa05752	von Willebrand factor D and EGF
Mcavernosa05745	NA
Mcavernosa05753	Histone acetyltransferase type B catalytic
Mcavernosa05755	LIM and SH3 protein 1
Mcavernosa05757	Phosphodiesterase
Mcavernosa05750	Chimerin
Mcavernosa05764	Zinc finger protein 862
Mcavernosa05761	conserved hypothetical protein
Mcavernosa05763	NA
Mcavernosa05758	NA
Mcavernosa05769	NA
Mcavernosa05770	NA
Mcavernosa05781	Calcium-binding EGF domain
Mcavernosa05773	NA
Mcavernosa05772	Protein of unknown function (DUF640)
Mcavernosa05782	Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner (By similarity)
Mcavernosa05780	Required for presynaptic maturation, has a role in axonal transport of dense-core vesicles carrying synaptic vesicle precursors, components required for the morphological transformation of axonal growth cones to mature boutons
Mcavernosa05783	GTPase activating protein and VPS9 domains 1
Mcavernosa05785	GTPase activating protein and VPS9 domains 1
Mcavernosa05786	poly (ADP-ribose) polymerase family, member 12
Mcavernosa05792	Dead deah box helicase
Mcavernosa05790	Dead deah box helicase
Mcavernosa05800	Ion channel
Mcavernosa05794	bleomycin hydrolase
Mcavernosa05803	zinc finger and BTB domain containing 49
Mcavernosa05806	Calcium channel, voltage-dependent, alpha 2 delta subunit
Mcavernosa05814	cytochrome P450, family 1, subfamily
Mcavernosa05809	mindbomb E3 ubiquitin protein ligase 1
Mcavernosa05808	syndecan binding protein (syntenin)
Mcavernosa05813	ankyrin repeat
Mcavernosa05810	Discs, large (Drosophila) homolog-associated protein
Mcavernosa05811	Mib_herc2
Mcavernosa05807	protection of telomeres 1 homolog (S. pombe)
Mcavernosa05823	GDP-D-glucose phosphorylase 1
Mcavernosa05816	DEAD (Asp-Glu-Ala-Asp) box polypeptide
Mcavernosa05820	astacin-like metalloendopeptidase (M12 family)
Mcavernosa05819	Tropomyosin
Mcavernosa05825	GDP-D-glucose phosphorylase
Mcavernosa05827	MAM domain containing 4
Mcavernosa05832	collagen, type XII, alpha 1
Mcavernosa05829	MAM domain containing 4
Mcavernosa05822	Transmembrane protease serine 6
Mcavernosa05831	collagen, type XII, alpha 1
Mcavernosa05836	Fas (TNFRSF6) associated factor 1
Mcavernosa05834	WD repeat domain 49
Mcavernosa05837	KN motif and ankyrin repeat domains
Mcavernosa05835	Fas (TNFRSF6) associated factor 1
Mcavernosa05842	potassium voltage-gated channel, Shal-related subfamily, member
Mcavernosa05841	tetratricopeptide repeat domain 28
Mcavernosa05840	transcription factor A, mitochondrial
Mcavernosa05839	ectonucleotide pyrophosphatase phosphodiesterase
Mcavernosa05838	ectonucleotide pyrophosphatase phosphodiesterase
Mcavernosa05851	protease
Mcavernosa05844	Solute carrier family 6
Mcavernosa05843	kelch-like
Mcavernosa05847	topoisomerase I binding, arginine serine-rich, E3 ubiquitin protein ligase
Mcavernosa05854	Limb region 1 homolog
Mcavernosa05853	synthase
Mcavernosa05852	NA
Mcavernosa05860	GLI pathogenesis-related 2
Mcavernosa05856	NA
Mcavernosa05857	Involved in the biogenesis of the 60S ribosomal subunit (By similarity)
Mcavernosa05859	GLI pathogenesis-related 2
Mcavernosa05866	NA
Mcavernosa05869	eukaryotic translation initiation factor 4b
Mcavernosa05865	Amidase
Mcavernosa05861	glycosyltransferase-like domain containing 1
Mcavernosa05862	Amidase
Mcavernosa05867	ste20-related kinase adaptor
Mcavernosa05864	Amidase
Mcavernosa05875	oncoprotein induced transcript 3
Mcavernosa05886	Sperm associated antigen 7
Mcavernosa05884	regulator of chromosome
Mcavernosa05882	regulator of chromosome
Mcavernosa05881	regulator of chromosome
Mcavernosa05888	Protein phosphatase 1, regulatory subunit
Mcavernosa05890	succinate dehydrogenase
Mcavernosa05889	TAR DNA binding protein
